star_id,orbital_period,planet_radius,star_radius,star_temp,star_logg,label
9396760,2.17811908,0.8,0.921,6039.0,4.505,0
5119619,1.11205787,1.02,0.932,6098.0,4.488,0
9582496,224.447413,2.05,0.798,5489.0,4.574,0
7094944,7.5019743,1.19,0.758,4807.0,4.546,1
3343281,21.8660922,1.88,1.077,6309.0,4.402,0
2573108,5.09506,2.14,4.146,6700.0,3.48,0
6425597,29.1206519,1.6,0.788,5671.0,4.582,1
9885417,0.689967868,0.78,0.726,4872.0,4.615,1
3336476,1.89132292,0.9,2.106,8482.0,4.089,0
10917433,6.91261536,0.64,1.044,5761.0,4.383,1
5091479,25.8616058,1.12,0.884,6067.0,4.524,1
9083564,0.918420801,1.14,1.434,6210.0,4.166,0
7335713,0.573709256,7.05,5.769,5261.0,3.13,0
8331612,13.8353959,3.78,1.057,6020.0,4.403,1
8874090,18.9060921,0.87,0.45,3751.0,4.813,1
8331612,25.6970688,3.83,1.057,6020.0,4.403,1
5185765,46.9434911,1.57,1.55,6253.0,4.102,0
5965819,19.5906103,2.64,1.496,5794.0,4.118,1
5965819,8.23983041,2.35,1.496,5794.0,4.118,1
8328916,6.07855,1.14,1.114,6119.0,4.346,1
11294883,427.65334,1.97,1.565,5325.0,4.004,0
3832474,412.041857,3.77,0.867,5485.0,4.556,0
10155029,2.131660527,0.56,0.997,5849.0,4.426,1
11618569,5.75902182,0.91,1.066,6247.0,4.433,1
11973517,0.903763067,1.08,0.651,4430.0,4.616,1
5471566,0.9628348,0.81,0.838,5559.0,4.554,0
7345248,5.66494448,0.78,1.13,5888.0,4.269,1
5814013,1.57017249,0.82,0.66,5300.0,4.66,0
7117355,0.566798364,0.66,1.04,5864.0,4.411,0
5653072,3.22452656,24.48,34.674,3857.0,1.338,0
2707985,1.89127438,2.03,3.46,7919.0,3.663,0
9899141,1.33256944,0.46,0.998,5655.0,4.431,0
8183288,66.6504521,1.56,0.679,4550.0,4.627,1
11305996,55.7002642,1.18,0.67,4267.0,4.608,0
5965819,3.54553077,1.62,1.496,5794.0,4.118,1
6690171,85.0624157,21.26,0.875,5223.0,4.52,1
6859801,10.882416555,29.69,0.715,4946.0,4.57,0
7767733,25.19830439,46.14,0.883,5955.0,4.534,0
5193659,14.3196417,2.06,1.373,5562.0,4.151,1
5201593,0.50727675,1.7,1.143,5970.0,4.399,0
6220312,5.2736268,0.89,0.918,5851.0,4.515,1
6358937,24.5041103,1.03,0.962,5250.0,4.404,1
9007609,1.316398648,1.09,0.806,5088.0,4.508,0
11038580,419.4596,2.1,1.869,5248.0,3.886,0
7771181,9.97202023,1.26,0.696,4810.0,4.584,1
9509223,14.2005007,13.28,1.065,6332.0,4.406,0
6720773,1.318347743,1.23,1.121,6143.0,4.351,0
8056651,5.5834987,1.41,1.375,6517.0,4.241,0
4665991,1.12401084,0.61,0.911,5941.0,4.519,0
10191036,1.21374652,0.59,1.049,6238.0,4.407,0
8280511,5.24970432,0.67,0.853,5528.0,4.499,1
10420301,45.4333769,2.23,0.559,4371.0,4.712,0
4366323,40.3511707,1.88,0.82,5665.0,4.568,1
2853029,72.9332762,2.45,0.902,5316.0,4.47,1
12156174,56.6746666,4.01,1.295,5541.0,4.189,1
4634135,63.9005941,25.91,0.634,5204.0,4.63,0
6955671,12.6878176,2.16,1.046,6258.0,4.442,1
5097856,483.36405,1.27,0.718,5700.0,4.626,1
4736644,16.2951259,1.15,0.812,4915.0,4.512,1
5876805,18.173045009,24.39,0.86,5799.0,4.548,0
5818068,14.12678065,31.13,0.784,5656.0,4.583,0
10139390,358.56462,0.99,0.752,5375.0,4.531,0
8278073,12.0729757,1.69,1.707,5436.0,3.993,1
5273713,1.337561836,1.11,1.715,6406.0,4.056,0
3526331,2.23755641,0.93,0.924,6026.0,4.505,0
10810859,82.401274,2.21,1.0,5886.0,4.472,1
7017274,11.91256675,2.61,2.335,6337.0,3.893,1
6767227,4.08197713,0.6,1.156,6538.0,4.339,1
11496490,1.035268597,1.34,1.205,6332.0,4.311,0
1430305,359.3259,3.6,2.27,6570.0,3.902,0
7117549,0.566805268,0.65,1.086,6403.0,4.418,0
2986833,0.912179022,0.65,0.555,3880.0,4.722,1
12055539,12.27057043,1.67,0.969,6075.0,4.486,1
12056139,13.2274753,1.94,1.155,6269.0,4.405,1
11853130,76.87935893,7.71,0.436,3638.0,4.828,1
4774646,0.559517155,1.04,1.309,6462.0,4.266,0
9345933,13.0151826,1.36,0.643,4794.0,4.622,1
10030778,29.47316279,48.98,0.897,5838.0,4.529,0
7870282,0.580725004,0.85,0.841,5471.0,4.53,0
11153259,1.94468659,69.59,3.521,7894.0,3.644,0
9021075,7.28116667,1.4,0.788,5008.0,4.572,1
5783938,383.10017,2.18,0.902,6011.0,4.522,0
11338056,2.87998334,0.85,0.806,4951.0,4.523,1
3445812,0.605556082,0.86,0.846,6123.0,4.556,0
4473613,4.36125889,1.2,0.873,5520.0,4.544,1
10676750,21.08678557,2.08,0.863,6084.0,4.542,1
8960918,1.19087362,0.73,0.888,5158.0,4.464,0
4647662,1.06484622,0.72,1.087,6445.0,4.417,0
9822284,0.969824139,0.49,1.0,5780.0,4.438,0
8940700,190.60563,1.6,1.287,6200.0,4.214,0
9581589,5.19206571,0.99,1.075,6322.0,4.426,1
11804437,449.01499,1.04,1.068,6031.0,4.368,1
9850966,8.480305,1.33,0.696,4895.0,4.631,0
8747009,410.11676,1.41,0.965,5587.0,4.372,0
8826007,54.5091549,1.94,0.603,4406.0,4.67,1
8280511,17.4532945,0.76,0.853,5528.0,4.499,1
8620402,14.1959621,1.66,1.076,6214.0,4.442,1
8379021,11.52482874,22.56,0.892,5592.0,4.472,0
8104030,46.84008579,428.62,1.055,6006.0,4.33,0
4813793,6.70242786,1.82,2.224,5466.0,3.735,1
5282477,0.992798625,29.26,1.098,6055.0,4.407,0
7266212,7.79534033,1.07,1.05,6156.0,4.443,1
6681546,186.72243,1.84,0.999,6040.0,4.469,0
6421137,118.4039,3.46,1.64,6486.0,4.091,0
9893278,182.281992,1.67,0.742,5503.0,4.536,0
9419020,2.40174996,0.65,0.399,3606.0,4.855,1
4548162,10.0102876,0.69,0.601,4214.0,4.65,0
4270799,115.238544,3.17,1.037,5589.0,4.384,1
8811490,21.7434141,2.23,1.497,5767.0,4.082,1
7293937,1.366964704,0.79,1.0,5780.0,4.438,0
8043721,0.77957913,0.71,0.853,5699.0,4.553,0
7985733,0.544561598,44.9,80.529,3715.0,0.851,0
8094120,5.6795377,1.16,1.585,6514.0,4.09,1
6522824,17.4453133,5.38,3.04,4927.0,3.417,0
6802536,2.9788702,,,,,0
4750341,1.97515457,0.92,1.145,5571.0,4.31,0
9935642,9.33955596,2.67,1.101,5516.0,4.308,1
6612327,21.993112,23.21,0.747,5205.0,4.604,0
7285757,19.5489666,1.89,0.732,5549.0,4.6,1
7285757,7.41834569,1.12,0.732,5549.0,4.6,1
5211922,27.6853358,3.11,0.639,5216.0,4.673,0
5280587,35.6225528,2.24,0.878,5799.0,4.539,1
8129005,7.1403113,1.18,1.016,6354.0,4.454,0
4840156,2.69487041,0.97,1.187,5823.0,4.283,0
4138008,112.303136,1.3,0.595,4401.0,4.677,1
4262040,92.461135,2.86,2.648,5132.0,3.675,1
6468904,49.5387264,20.52,0.747,5683.0,4.605,0
5709906,3.39155966,0.49,0.914,5896.0,4.516,0
4840672,9.2294726,0.82,0.596,4781.0,4.679,1
9777556,1.33254897,32.84,13.777,4894.0,2.445,0
7287677,18.3721835,1.12,0.83,5937.0,4.558,1
10753922,18.2260472,1.85,0.98,5440.0,4.444,0
5980061,0.630539713,21.07,0.894,5458.0,4.482,0
7692248,17.99562529,28.98,0.959,5999.0,4.494,1
4059887,1.018347376,1.92,2.638,5858.0,3.729,0
8288741,0.659299289,30.54,0.852,5791.0,4.524,0
6852354,101.97435125,,,,,0
6691169,63.095068,11.67,1.325,6622.0,4.331,1
5816811,4.45540935,,,,,0
5303346,37.32483952,30.32,0.79,5306.0,4.55,0
3858879,25.951984,36.8,1.046,5889.0,4.46,0
8280511,21.7203362,0.8,0.853,5528.0,4.499,1
3120904,42.9136635,3.19,2.483,6049.0,3.8,1
3342467,88.1804682,2.78,0.839,5497.0,4.57,0
11757451,177.668663,2.32,0.701,4721.0,4.615,1
2711597,0.98041685,0.75,0.722,4861.0,4.572,0
8047428,92.263742,2.22,1.283,6084.0,4.287,1
11513486,6.64754478,1.72,1.007,6046.0,4.478,1
4851283,1.23517588,1.59,1.0,5780.0,4.438,0
6520519,1.97650073,0.97,0.923,5792.0,4.514,1
9459162,3.79892774,1.46,2.106,6831.0,3.971,1
5024138,0.416995408,0.84,0.781,6150.0,4.498,0
9969287,14.7401061,1.48,0.959,5999.0,4.494,1
9086001,256.52387,1.33,1.18,6348.0,4.323,0
4927734,3.0001191,0.73,2.485,8431.0,3.97,0
11189311,81.4160138,4.63,1.401,6352.0,4.267,1
10747501,4.7309013,1.39,0.911,5941.0,4.519,1
10586744,21.3761817,1.08,1.052,5984.0,4.322,1
11970050,6.58753699,1.51,0.993,6014.0,4.486,1
10031918,8.5900471,0.8,0.707,4914.0,4.575,0
5276332,357.82544,1.7,1.312,6131.0,4.248,0
3544640,30.8278245,2.42,0.96,5982.0,4.493,1
10653179,47.1607932,2.58,0.965,5936.0,4.501,1
12066569,49.2768448,1.75,0.529,3899.0,4.713,1
6497146,35.2330694,0.97,0.524,3749.0,4.743,1
8625813,45.3965379,1.97,0.643,4266.0,4.626,0
4651399,508.807642,39.59,8.811,4893.0,2.454,0
5308296,36.721576,1.93,0.84,5662.0,4.56,1
9953575,362.69427,3.54,1.719,5288.0,3.898,0
7887890,370.35639,2.82,1.025,6117.0,4.457,0
3122872,96.81647,3.19,2.467,6404.0,3.793,1
4544628,0.729724346,0.51,1.03,6084.0,4.426,0
9702945,3.51413723,0.69,0.989,6201.0,4.472,1
11401253,4.96504981,1.51,2.011,5339.0,3.823,1
7052511,0.821472455,0.92,0.836,4889.0,4.503,0
4764774,1.29019586,0.78,0.842,5693.0,4.558,0
10549902,1.141148847,1.67,1.989,5438.0,3.916,1
12416597,12.460565,1.1,0.933,5435.0,4.453,1
11135694,19.5945772,1.18,1.023,6118.0,4.416,1
9910828,8.48032079,0.95,0.728,5415.0,4.556,0
10065053,409.87844,2.72,1.064,6167.0,4.444,1
11867608,227.6258,1.79,1.549,6240.0,4.103,0
8016691,18.1373788,1.41,0.602,4257.0,4.648,1
6584273,51.1104797,1.6,0.881,5968.0,4.534,1
5768816,47.9869119,3.35,0.981,5641.0,4.408,1
3644071,359.047933,7.76,1.048,5609.0,4.346,0
5360974,29.8042694,24.73,0.827,5223.0,4.488,0
10291589,7.08757462,1.28,0.925,6060.0,4.509,1
10118266,3.74318005,1.75,0.851,5207.0,4.516,1
5695615,5.4169303,8.17,1.108,6355.0,4.41,1
4670267,1.003049079,42.5,0.844,5775.0,4.518,0
7435780,0.933157032,7.29,1.169,6499.0,4.378,0
8938937,37.1083458,1.71,0.86,5591.0,4.559,0
5651846,31.1920226,1.65,0.777,5675.0,4.554,1
10556180,1.02104719,13.68,1.2,6444.0,4.376,0
12401132,7.630545,2.26,1.179,6407.0,4.358,1
12401132,12.083457,2.09,1.175,6422.0,4.364,0
8308070,401.5907,1.01,0.939,6170.0,4.482,0
6424561,6.6716723,1.27,1.021,6086.0,4.435,1
6956136,53.912783631,4.25,2.02,6085.0,3.917,0
10661917,1.23142395,0.77,1.73,6011.0,3.971,0
10000162,409.38645,1.78,0.799,4955.0,4.517,1
7799701,386.828262,6.54,1.615,6384.0,4.107,0
6233483,15.8733803,8.15,1.054,6161.0,4.276,0
5392871,42.3991752,3.23,1.121,6133.0,4.37,0
3858851,25.95198823,39.94,1.035,6363.0,4.444,0
3858917,25.9522401,42.91,0.904,5659.0,4.528,0
4466356,14.12809896,1.6,0.988,6072.0,4.47,0
7949593,17.7662938,1.54,0.946,5724.0,4.495,1
9474232,13.6917833,1.12,0.931,5906.0,4.433,0
3859151,25.95633,9.75,0.881,6139.0,4.53,0
7098255,11.56722589,1.29,0.691,4597.0,4.59,1
11456279,0.572937573,1.57,1.593,7338.0,4.225,0
4670361,631.56889,3.13,1.059,6382.0,4.432,1
5398002,14.15849823,90.09,3.746,8753.0,3.668,0
6680911,207.471349,1.57,1.033,5731.0,4.359,0
10356124,12.3748247,81.01,3.598,5165.0,3.491,0
10584140,4.31724247,1.01,1.31,5992.0,4.195,1
8233326,3.74099144,1.85,3.231,5110.0,3.611,1
4940203,302.779824,1.31,0.797,5734.0,4.572,1
6286161,14.541781166,2722.92,1.148,5997.0,4.304,0
5385471,12.4261177,3.8,0.851,5713.0,4.554,0
6368175,21.1876185,0.79,0.849,6355.0,4.547,1
5471158,12.42560404,2.52,0.893,5713.0,4.541,0
4847843,30.9604688,89.18,3.558,5367.0,3.216,0
5120225,1.041619932,30.94,0.991,5838.0,4.374,0
9656543,2.544594443,109.72,1.616,5503.0,4.033,0
10751515,56.40651043,21.93,0.647,5011.0,4.617,0
3348093,7.964400574,61.54,0.715,4478.0,4.578,0
6182846,6.399101307,51.77,0.988,6233.0,4.472,0
4939346,34.9168399,2.39,1.069,6194.0,4.445,1
6442602,0.56678228,0.88,0.749,4796.0,4.56,0
9851126,8.480303653,22.25,0.787,5385.0,4.565,0
6268648,94.094392,0.9,1.308,6099.0,4.193,1
11455428,22.1270885,3.94,1.445,5312.0,4.103,1
10484409,10.6784787,1.12,0.797,5459.0,4.583,0
10935993,25.3736543,1.88,0.966,6195.0,4.47,1
5257082,10.08535311,1.45,0.945,5947.0,4.487,1
5796185,42.559265547,51.86,0.863,5764.0,4.548,0
8628665,10.2856373,1.24,1.06,5841.0,4.409,1
3945802,24.2157996,1.58,0.885,5659.0,4.473,0
6265665,44.2018402,1.14,0.753,5002.0,4.543,1
5881307,393.95608,2.27,0.989,6217.0,4.472,1
4645174,15.0330623,2.18,1.601,5849.0,4.076,1
4645174,34.7496038,3.51,1.601,5849.0,4.076,1
8719419,12.62530918,87.2,1.844,6878.0,4.012,0
9028474,124.93576738,49.34,0.941,5887.0,4.477,0
4349442,12.720298433,1.37,0.724,4914.0,4.61,0
6124137,227.83457,2.83,2.193,6004.0,3.814,1
3644542,119.67980316,193.91,3.251,8275.0,3.726,0
6182849,6.399107136,59.15,0.935,6133.0,4.435,0
9851142,8.480304281,65.0,2.21,7059.0,3.946,0
3442054,117.6813778,45.43,2.079,6429.0,3.899,0
4079530,17.72722648,35.18,0.895,6021.0,4.52,0
6445531,1.71024931,1.2,1.171,6418.0,4.395,0
10677186,100.40132734,26.0,1.1,5903.0,4.353,0
9025914,11.320287875,59.23,1.127,6153.0,4.302,0
9366988,1.219034103,40.46,1.271,5914.0,4.217,0
11657614,24.352541,1.52,0.805,4891.0,4.516,1
11657614,5.94228603,1.23,0.805,4891.0,4.516,1
5687986,382.30306,4.05,2.59,5993.0,3.733,1
11125797,58.1263775,1.32,0.82,5413.0,4.579,1
9785921,26.7575866,2.28,1.052,6215.0,4.44,1
3102000,57.0599992,22.31,0.863,5931.0,4.545,0
6599975,14.5565618,1.08,1.061,6065.0,4.452,1
8266276,0.837898153,1.26,0.797,4748.0,4.526,0
5887316,0.603086711,36.0,1.134,6353.0,4.397,0
4282191,41.7084063,2.19,1.138,6434.0,4.394,1
3559860,33.0257179,2.21,0.99,5819.0,4.468,1
10651945,25.366990665,56.02,1.024,6208.0,4.454,0
7117003,428.32173928,49.76,0.806,5662.0,4.532,0
3240159,82.137609997,197.85,2.012,6395.0,3.904,0
6147851,3.06026014,0.83,1.01,5878.0,4.426,0
9658118,24.0612744,83.77,1.138,6461.0,4.338,0
7132542,66.36099916,61.42,0.857,5583.0,4.463,0
8589754,8.939461148,153.32,2.225,6461.0,3.846,0
3757590,135.58607679,89.83,1.301,6401.0,4.324,0
2437149,18.79862195,55.07,0.796,5334.0,4.585,0
9715925,6.30828538,29.34,0.78,5069.0,4.524,0
9529733,4.80912667,44.3,1.166,6462.0,4.371,0
9613070,2.33211505,140.22,1.094,6384.0,4.348,0
9967771,0.53835407,1.67,1.207,5539.0,4.244,1
10845188,249.36211832,48.69,1.02,5940.0,4.352,0
6543893,3.80675878,2.75,1.797,6068.0,4.04,1
5709103,0.664727127,0.46,1.116,6143.0,4.344,0
6705026,9.5084871,1.65,1.668,6144.0,4.106,1
6705026,34.1086562,1.95,1.668,6144.0,4.106,1
6779726,47.0563327,2.57,0.924,5889.0,4.492,1
3098843,179.85022331,,,,,0
5553959,10.0100312,0.99,0.508,4338.0,4.731,1
7288306,96.169569,2.07,0.702,5340.0,4.633,1
5887393,1.55090374,1.11,2.968,7612.0,3.787,0
5384713,12.67143692,0.76,0.529,3705.0,4.721,1
5384713,60.32668824,4.98,0.529,3705.0,4.721,1
5384713,2.63595435,0.5,0.529,3705.0,4.721,1
11860395,82.303914,4.47,1.425,5602.0,4.13,1
5456023,131.97827736,147.83,2.182,4916.0,3.717,0
6187888,0.789171236,0.69,0.811,4776.0,4.516,0
9529744,17.9346606,2.8,1.775,6426.0,4.013,1
12021387,241.07074582,76.53,2.777,9414.0,3.883,0
8044608,106.17593813,54.91,1.141,6038.0,4.254,0
8760135,184.6467208,72.8,1.023,5713.0,4.414,0
4073707,6.282033445,144.85,0.976,6074.0,4.45,0
5730394,5.519188936,43.06,0.897,5324.0,4.439,0
6451368,5.3360574,1.52,2.032,6742.0,3.925,1
6956216,4.818863794,51.32,1.935,6313.0,3.936,0
6137704,178.26802035,34.07,0.696,5126.0,4.578,0
10275074,2.181555909,91.3,1.246,6584.0,4.331,0
9110346,0.895276162,172.25,2.55,5242.0,3.631,0
10259301,244.83274973,38.3,0.993,6105.0,4.443,0
2995392,30.4544418,2.6,0.984,6283.0,4.472,1
3120308,10.26558924,1.65,0.98,5774.0,4.458,0
9991621,18.9257333,16.74,0.909,5455.0,4.421,0
8078502,37.8862977,2.09,0.818,5513.0,4.551,1
8644365,10.54841329,3.89,1.092,6047.0,4.387,1
5888187,133.6348207,1.89,0.918,5202.0,4.434,1
2852528,11.9615433,2.24,1.046,6142.0,4.456,0
3348216,32.510844,2.62,1.358,6074.0,4.244,1
7032421,0.56683399,,,,,0
10798838,62.127677128,38.61,0.807,5344.0,4.494,0
8560940,31.9730649,1.09,0.811,5811.0,4.571,0
10793576,10.90752977,1.58,1.147,6414.0,4.377,1
10292238,143.1188694,53.3,0.851,5713.0,4.554,0
8733497,76.81985465,46.61,0.774,5654.0,4.59,0
4255422,165.40574995,112.86,2.185,6061.0,3.759,0
9837544,71.661915163,55.04,0.824,5075.0,4.497,0
7877824,9.44942685,68.38,0.905,5754.0,4.534,0
6469946,0.715802309,25.52,0.757,5239.0,4.6,0
6947164,70.58284717,50.88,0.904,5973.0,4.516,0
6233903,2.995357359,112.12,1.94,5949.0,3.892,0
7212066,3.840485025,39.38,0.823,5731.0,4.532,0
7212066,1.92027188,,,,,0
7047922,10.5226374,1.08,1.175,6327.0,4.327,1
6675060,10.443341795,44.35,1.005,6137.0,4.421,0
5716508,4.75307877,505.94,180.013,3486.0,0.5,0
10518735,19.515013291,53.03,0.851,5349.0,4.531,0
6975129,1.772451066,1.02,1.149,6243.0,4.406,1
8644365,19.9158863,1.41,1.092,6047.0,4.387,1
9489947,54.061328105,88.28,1.112,5786.0,4.318,0
6960487,34.525990182,54.35,1.049,6123.0,4.396,0
5894182,494.485085,5.03,2.553,6303.0,3.774,1
6309264,14.2821417,1.08,0.726,5374.0,4.588,0
7021177,18.64532882,61.81,0.845,5931.0,4.554,0
7122259,20.882125422,66.27,1.072,6335.0,4.427,0
6947668,14.0545718,1.45,0.88,5783.0,4.539,1
6364582,30.8609783,1.08,0.833,5627.0,4.552,1
6190535,3.652810043,0.89,0.831,5213.0,4.489,0
9834257,15.65134872,118.33,3.289,6552.0,3.586,0
10290666,6.86674226,0.79,1.135,5914.0,4.396,1
9529744,8.37159554,2.39,1.775,6426.0,4.013,1
10748621,286.1755875,63.23,0.946,5904.0,4.471,0
4824268,152.15144795,53.89,0.989,6217.0,4.472,0
6527016,0.542636318,1.39,1.633,5277.0,3.96,0
6431670,29.911334059,47.83,0.704,5303.0,4.632,0
7376500,5.877122485,125.68,1.821,5702.0,3.807,0
9636559,10.636305846,64.91,1.345,6781.0,4.221,0
8095110,2.1032389,36.63,0.786,5546.0,4.587,0
11499263,46.698200933,38.79,0.756,5772.0,4.518,0
10328393,15.99560373,1.04,0.721,4955.0,4.61,1
9775253,4.39451798,65.76,0.483,3695.0,4.773,0
3858988,25.9518795,35.1,1.078,5753.0,4.335,0
3848966,29.7681831,3.98,2.916,5640.0,3.679,1
10798605,56.048096688,42.62,0.78,5222.0,4.518,0
5895083,2.25161215,1.14,2.184,9464.0,4.116,0
9452897,36.7662364,1.28,0.54,4342.0,4.699,1
9714123,50.35545898,31.66,0.965,5936.0,4.501,0
6118370,14.0328775,1.45,1.001,6063.0,4.47,1
2717158,13.2226149,1.75,0.863,5931.0,4.545,1
6209677,2.53742164,0.93,0.917,5447.0,4.481,1
6198256,3.54828691,1.69,1.987,6573.0,4.01,0
9664276,62.596544,2.25,1.509,5934.0,4.173,1
2437112,18.79852,2.04,0.715,4808.0,4.589,0
7987086,156.51657398,61.44,1.084,6002.0,4.354,0
7374746,1.366946478,43.45,0.757,5353.0,4.527,0
8668810,313.09275066,47.52,0.673,5067.0,4.596,0
6519865,0.566813677,0.77,0.966,6106.0,4.487,0
8868907,157.32263943,56.66,0.989,6109.0,4.472,0
3865298,9.53040216,60.49,0.912,5501.0,4.438,0
10091110,4.218512654,16.67,0.991,6185.0,4.472,0
10091110,8.529991199,44.86,0.991,6185.0,4.472,0
3542574,3.47140045,,,,,0
3544694,1.922862476,70.65,1.303,6408.0,4.246,0
11521793,16.00747237,2.99,1.305,5857.0,4.204,1
9085563,54.6493679,2.64,1.282,5751.0,4.234,1
11337372,100.8276725,4.35,0.977,5301.0,4.391,1
7748487,15.5764061,1.79,1.076,6214.0,4.442,1
3219037,10.00506974,1.11,0.924,5912.0,4.453,1
5952448,0.905675699,0.77,0.903,5730.0,4.518,0
5710069,36.2580749,1.82,0.848,5818.0,4.554,1
9967009,12.4326997,1.88,1.229,5480.0,4.22,1
9967009,30.9902997,2.21,1.229,5480.0,4.22,1
11874338,15.9750417,90.37,3.456,5220.0,3.52,0
9763612,16.0505464,0.81,0.853,5428.0,4.563,1
6199716,0.805267592,1.35,1.1,6268.0,4.429,0
9468384,11.082622625,48.38,0.922,5831.0,4.503,0
8868364,421.42848194,54.16,1.708,6235.0,4.034,0
10092312,1.096587245,168.68,0.942,5869.0,4.513,0
3964545,3.012476415,58.77,1.088,6015.0,4.329,0
9656397,204.74104758,97.39,1.44,6517.0,4.211,0
5444491,0.759740194,0.67,1.007,6046.0,4.478,0
3735629,4.664186517,278.81,3.579,5062.0,3.515,0
8244173,1.092066399,40.74,0.576,4556.0,4.67,0
6546508,3.053578643,35.35,0.714,5414.0,4.625,0
9886224,2.992662857,60.35,1.837,4927.0,3.883,0
3735634,4.664188563,52.09,1.215,5699.0,4.192,0
5730380,0.954873008,0.81,1.363,6092.0,4.114,0
6058875,0.56493412,33.4,0.534,4748.0,4.729,0
10735564,1.674984844,150.48,2.451,8285.0,3.971,0
6200810,35.8754482,2.35,1.218,6559.0,4.357,1
3561464,7.31945294,5.05,3.955,5745.0,3.499,1
3561464,35.8007112,7.97,3.955,5745.0,3.499,1
5962509,0.790049989,0.67,0.808,5427.0,4.53,0
3561464,4.32710579,3.58,3.955,5745.0,3.499,1
6359802,14.15402615,29.61,0.661,4352.0,4.61,0
7121885,33.93754213,138.25,1.066,6220.0,4.414,0
5213404,20.7057153,3.22,2.437,5668.0,3.792,1
4844470,60.532988,1.91,0.847,5631.0,4.557,1
6205566,3.7228679,0.74,0.927,6046.0,4.509,0
11551692,58.0198583,3.46,0.72,4920.0,4.62,1
9995771,15.0617835,1.61,1.158,5806.0,4.321,1
7287391,4.286103033,25.8,0.591,4206.0,4.663,0
6756202,290.7778719,45.27,0.734,5207.0,4.585,0
10215869,5.017239915,41.75,1.079,6519.0,4.41,0
5456319,0.937923475,0.52,0.805,5398.0,4.58,0
2307206,204.0329342,57.35,0.806,5553.0,4.577,0
7025540,2.148219541,49.6,0.672,4694.0,4.6,0
7620844,58.621578824,40.43,0.725,5232.0,4.554,0
6677267,3.125821128,110.58,2.852,6137.0,3.705,0
7732791,1.032068851,44.35,0.711,4387.0,4.587,0
5736801,6.6751871,1.09,0.818,5774.0,4.567,0
8177798,1.450205839,92.78,1.893,7564.0,4.093,0
10489521,3.224486463,79.08,1.16,6389.0,4.331,0
12643582,44.14579777,62.24,0.896,5876.0,4.492,0
9328641,33.3239576,2.55,0.555,5192.0,4.707,0
9966219,17.9559673,1.96,1.195,5641.0,4.258,1
5991070,0.94102954,1.41,2.409,5766.0,3.783,0
5531953,1.992812339,6.81,0.42,3638.0,4.844,1
3757778,36.514374043,33.27,1.0,5811.0,4.465,0
11754430,39.818832,2.23,1.524,5710.0,4.073,1
9995771,25.4337864,2.0,1.158,5806.0,4.321,1
11875511,67.451045,36.7,2.191,4847.0,3.726,0
6231721,2.69339974,1.04,0.863,5355.0,4.511,1
9536108,10.43003118,1.14,1.031,6277.0,4.449,1
8905246,27.63714708,6.96,2.427,5214.0,3.766,1
5213230,52.6095103,1.83,1.294,5881.0,4.259,1
3326377,198.7106251,3.56,0.8,5180.0,4.548,1
6233466,15.873380595,630.53,1.895,5622.0,3.907,0
5460434,50.563697,1.57,2.022,6759.0,4.018,1
11249624,65.583665567,41.22,0.666,5516.0,4.65,0
6426592,394.67816267,52.16,0.83,5780.0,4.505,0
8491745,111.31980522,63.68,2.58,5022.0,3.562,0
3970117,110.29512684,37.88,0.895,5753.0,4.503,0
11147814,95.178317934,28.75,0.653,4523.0,4.615,0
10922659,31.2543238,2.29,1.092,6246.0,4.433,1
8892720,61.4911479,22.76,0.876,5830.0,4.54,0
6021275,110.2867031,1.41,1.101,5931.0,4.322,1
7869917,11.8061737,2.87,2.599,6900.0,3.843,1
11754430,6.15828666,1.2,1.524,5710.0,4.073,1
6032920,10.828825742,0.76,0.785,5862.0,4.584,0
8409295,82.292865,1.82,0.957,5626.0,4.467,1
7131760,92.436978,2.89,0.741,5595.0,4.606,1
11922778,65.427645,1.65,0.926,6014.0,4.504,1
9468382,11.08260553,7.34,2.196,5125.0,3.674,0
6145201,22.7832776,1.33,1.159,6517.0,4.382,0
5986209,23.737952838,53.27,1.0,5559.0,4.394,0
9226339,21.4618453,19.89,1.213,5806.0,4.283,0
6525209,75.13194883,26.21,0.729,5365.0,4.586,0
2975770,369.069345,3.07,0.778,4855.0,4.542,1
5534965,243.82122131,56.63,1.316,6370.0,4.228,0
5512513,0.77459856,,,,,0
9965206,16.227548674,46.52,0.795,5297.0,4.587,0
4247023,47.189437,66.71,0.972,5458.0,4.381,0
4848423,1.501760172,90.92,1.29,6327.0,4.315,0
11403216,4.05325447,1668.79,1.039,6022.0,4.453,0
11853878,7.68433346,2.58,0.572,4402.0,4.682,1
5774375,1.549979213,136.64,2.058,5408.0,3.777,0
7692093,11.16622885,1.56,0.836,5552.0,4.562,1
8263752,10.99381963,40.17,1.157,6553.0,4.366,0
8263752,10.9938087,5.33,1.157,6553.0,4.366,0
7772914,23.1334494,2.55,0.932,5712.0,4.382,1
3529290,8.9539656,0.84,0.947,6168.0,4.452,1
3529290,13.7281373,1.06,0.947,6168.0,4.452,1
9285265,16.5860329,2.09,1.389,5626.0,4.149,1
6025124,26.83771808,12.68,1.069,6194.0,4.445,1
5780930,16.7525077,3.65,1.802,4807.0,3.906,1
5531953,3.53105835,10.61,0.42,3638.0,4.844,1
4164393,49.612757516,57.08,1.031,6241.0,4.45,0
