star_id,orbital_period,transit_duration,transit_depth,planet_radius,star_radius,star_temp,star_logg,label
251848941,15.2321843,2.5318138,1228.5332287,2.6196767,0.660806,4111.0,4.55528,1
99834717,1.7063264,1.359,10980.0,10.1999,0.9,4974.0,4.44059,1
137881699,2.9720774,4.41,6440.0,15.6498,1.95,6101.12,3.92024,1
160045097,4.9877056,2.2769107,1192.3398198,2.4703077,0.668693,4336.0,4.62012,1
160045097,1.8290294,1.6679098,704.8493933,2.1268375,0.668693,4336.0,4.62012,1
160045097,18.7559765,2.5550705,1506.818331,2.9737536,0.668693,4336.0,4.62012,1
229938290,1.4198659,1.3058497,465.2106205,2.2822776,0.984511,5406.0,4.42475,1
241196395,2.0937563,0.433,1250.0,6.75578,1.23,6435.69,4.3758,0
230386259,11.0023133,5.305,298.0,4.25882,2.87,6264.0,4.25903,1
86280613,9.573548,2.036,2788.0,15.6118,1.83,6505.0,4.04,0
372730331,8.7046669,2.58,9660.0,28.8458,1.67,6427.0,4.11,1
450327768,5.34326,1.426,6980.0,10.4171,1.26,5776.0,4.25,0
172518755,3.2087149,1.639,1960.0,12.3921,2.26,5971.4,3.77,1
207141131,4.1374379,1.8454937,1125.5354645,2.6757659,0.802633,5058.0,4.51761,1
310981412,9.62517,3.725,540.0,2.03371,0.93,6149.0,4.57,0
233684293,48.4808217,8.081,110.0,2.36501,2.47,6153.0,3.72,0
29191596,8.8164887,3.895,170.0,1.28915,0.99,5502.5,4.43,1
304142124,55.087,5.709,2509.0,4.36639,0.87,5175.0,4.51,1
286916251,8.7655468,4.0264463,572.6986983,3.3302665,1.29921,5707.0,4.21803,1
135083444,2.7917911,1.4664254,1018.9771433,6.0002066,1.16271,6071.0,4.36,0
138819293,2.6438856,0.9689289,6404.7051471,3.812114,0.425432,3456.0,4.8,1
368435330,3.6451549,2.055,780.0,2.99324,1.05,5922.0,4.43,1
368435330,1.0376109,1.588,210.0,1.53671,1.05,5922.0,4.43,1
198153540,8.0214735,3.2087652,882.3089291,2.3381058,0.784618,5165.2,4.59,1
198153540,0.4378083,1.1404291,290.8856184,1.374002,0.784618,5165.2,4.59,1
8967242,7.093853,2.5107626,284.2381135,1.6277147,0.956941,5690.0,4.48062,1
51912829,0.8353899,1.0385175,2265.3656619,10.0508253,2.0701201,6082.0,3.77654,0
17993892,4.1244833,3.567,9590.0,12.4249,1.26,5634.0,4.24009,1
119584412,10.6439385,2.713,1240.0,1.98891,0.55,3815.0,4.69775,1
138762614,16.7961107,3.4989302,1816.2755985,2.5066457,0.582436,3859.0,4.66612,1
144401492,12.8858629,2.098,3170.0,4.21693,0.69,4868.61,4.6604,1
144401492,6.2932111,2.188,1810.0,2.98555,0.69,4868.61,4.6604,1
148679712,4.9246365,2.756,803.0,2.74529,1.06,5428.81,4.3631,1
165763244,24.0510453,3.3687329,1194.9103544,2.9822257,0.855433,5232.43,4.52455,1
166648874,15.1512051,2.3438166,4955.304292,2.8411799,0.401575,3272.0,4.82521,1
166648874,8.1960758,1.4883227,4699.5344472,2.7663658,0.401575,3272.0,4.82521,1
166648874,0.5019031,0.9470423,1536.5683135,1.8451862,0.401575,3272.0,4.82521,1
180695581,0.54937,0.883,370.0,1.53904,0.74,4612.99,4.56172,1
307734817,2.1075001,1.9093483,4256.1743008,11.7706128,1.59204,6351.66,4.13453,0
347329162,4.6170519,3.555,12210.0,12.4681,1.11,5797.0,4.36164,1
76923707,4.5320502,2.3754425,7874.5852788,7.0590799,0.805573,4983.0,4.61445,1
373693175,1.3273482,2.083,18850.0,15.4709,1.07,5555.05,4.36832,1
376524552,3.7130701,1.654,19610.0,11.7215,0.81,4719.0,4.49738,1
207425167,,7.3027567,9219.8978429,7.0430812,0.738692,5059.36,4.62542,1
207425167,11.6098182,3.5623705,1391.5795455,2.7371461,0.738692,5059.36,4.62542,1
207425167,48.3320223,5.3736904,4780.0505501,5.0923959,0.738692,5059.36,4.62542,1
377290815,0.798,0.679,190.0,2.95586,1.84,6194.2,4.0,0
160440924,6.3684627,6.3480149,461.2506691,5.1407901,2.3894999,4971.0,,1
233720539,2.555332,5.14,6550.0,20.5128,2.48,6454.0,3.77,0
237108272,22.7873,5.334,410.0,2.42982,1.16,5845.0,,0
285094173,13.3983724,2.2302111,1329.4475111,6.0631073,1.45244,6131.3,4.18,1
330799746,5.5115114,4.7379743,3342.8070054,10.0325305,1.63332,6236.9,4.09,1
341815767,3.09374,2.451,150.0,1.72207,1.47,6610.0,4.24,0
76989773,1.76918,1.768,9570.0,11.6236,0.96,5569.0,4.32065,0
393831507,4.860673,2.632,6140.0,11.4272,1.4,5778.2,4.16,1
82308728,9.4893231,2.757,940.0,2.4304,0.77,5120.0,4.6,1
9392421,9.6136615,5.292,7000.0,14.5701,1.71,5637.7,3.97,0
142381532,38.8135498,5.944,9593.0,8.20695,0.82,4760.0,4.49,1
142387023,22.8085719,3.847,977.0,2.45459,0.82,5182.0,4.55,1
229750058,10.1824299,2.788,10610.0,10.7723,1.01,5450.0,4.42,1
229400092,4.1419805,2.3809654,10130.9411804,12.9812632,1.15614,5418.3,4.31,1
390651552,1.467119,1.0069313,1550.632368,1.3241394,0.331472,3297.0,4.89,1
232982938,9.0941239,4.389,2570.0,8.09838,1.56,5759.8,4.07,1
235905185,6.2895835,3.044,24300.0,15.9901,1.02,5565.0,4.41544,1
183979262,3.4307565,3.1443388,9664.2985634,29.7749124,2.72192,6270.0,3.61332,0
20182165,9.7815625,3.736,20040.0,18.205,1.21,6327.16,4.37297,0
27194429,0.5553244,0.8336658,353.7045175,4.4033839,2.2681701,6864.0,3.89932,0
307956397,4.1508569,2.19,8700.0,7.61178,0.78,4652.0,4.52358,1
61098812,3.6935997,4.466185,8580.4318905,17.0086591,1.78076,6097.47,3.99566,1
71612483,1.2164402,1.847,15450.0,16.0243,1.02,5610.0,4.42006,0
347332255,5.6419598,3.0871502,543.838848,1.8245844,0.782479,5297.0,4.61016,1
347332255,,3.9454498,886.4838237,2.5398986,0.782479,5297.0,4.61016,1
207468071,20.3807824,6.6590149,2371.5221505,8.2227994,1.61988,6351.0,4.12,1
207468071,1.7727505,1.519,243.0,2.73549,1.62,6351.0,4.12,0
144441148,5.8182239,1.1943658,1069.5709916,7.8231031,1.99038,5961.28,3.87842,0
162689341,2.1747062,2.846111,11173.1929564,14.231871,1.2561899,6046.76,4.28918,1
381714186,1.4238067,1.5009585,721.0458571,2.6855348,0.848099,5382.69,4.55152,1
300871545,4.8170684,3.1822663,23137.3629965,24.4342674,1.44956,6380.0,4.24852,0
165987272,7.8456075,5.892,7020.0,14.2866,1.65,6266.0,4.08874,1
168699373,4.3011975,2.982,22050.0,15.3684,1.03,5115.16,4.34437,1
404505029,9.5739531,4.172,3170.0,12.4956,2.05,6115.0,3.87646,1
258871793,9.1469122,4.618497,8770.0961182,12.7002634,1.2752,5954.0,4.26,0
198108326,3.2130578,2.169,22530.0,11.0975,0.7,4652.87,4.61265,1
272758199,3.6610026,2.6047415,18701.4218317,13.3480688,0.943402,5271.0,4.44,1
198385543,3.9306746,1.4305142,1637.1984269,1.7902006,0.411452,3512.0,4.81618,1
54002556,35.4557945,3.867,9890.0,8.9807,0.83,5076.0,4.53,1
54002556,12.7645811,2.132,3000.0,4.21676,0.83,5076.0,4.53,1
219824469,5.4809161,5.031,2770.0,8.64837,1.62,5923.0,4.05,0
23740089,9.862756,2.323,4278.0,8.40839,1.14,5595.0,4.32,0
100100827,0.9414525,2.05,11445.0,15.342,1.35,6400.0,4.36583,1
149577217,7.39143,1.252,5880.0,16.4641,1.14,5224.6,4.28,0
378976682,6.0179742,1.278,13910.0,10.0342,0.76,4567.0,4.53,0
219728669,2.3601883,2.455,21460.0,13.4654,0.9,5356.0,4.49,1
73540072,1.2436239,1.211,1790.0,3.89334,0.84,4968.8,4.5,1
157225097,2.5267353,2.2654363,17543.876912,12.697976,0.871731,4836.0,4.45,1
81247740,1.3641482,0.952,7820.0,19.5876,1.08,5347.0,4.33,1
224313733,197.0336254,7.338,11900.0,12.0713,1.0,5616.4,4.44,0
180652891,0.7759895,1.135,2450.0,10.4239,2.26,7218.0,3.94,0
424733642,2.0912089,1.144,20760.0,18.3695,0.77,4220.9,4.49,1
229742722,63.4839358,5.457,5357.0,11.1495,1.4,6415.0,4.26,1
279741379,35.6134391,3.512,1575.0,3.12194,0.71,4628.53,4.32239,1
279741379,7.7897726,2.376,194.0,1.00084,0.71,4628.53,4.32239,1
202426247,1.0662082,1.142,151.0,1.0883,0.93,5668.0,4.51,1
323295479,742.5142746,6.5744451,8486.4050981,11.1888239,1.06113,5490.0,4.45,1
321668398,5.6442112,2.980996,4136.2010063,11.4462895,1.63591,6310.0,4.1,1
356919658,1.42611,1.788,1890.0,9.21032,1.32,6404.0,4.31,0
229791084,1.6453265,2.59,19310.0,19.0536,1.32,6023.0,4.25,1
207425203,1.2239134,1.037,1400.0,7.38849,1.92,6618.5,3.99,0
400430915,2.1863095,3.9576915,2983.5525823,10.9791817,1.92153,6728.0,4.03,1
400476523,18.10671,4.562,10340.0,19.3734,1.65,6615.0,4.14,0
230087585,8.8263579,3.4318591,5877.74804,12.1777996,1.56043,6016.0,4.1,1
299780329,1.6024387,1.0090014,1372.6016905,5.5640916,1.39294,5435.9,4.2,1
260304296,0.5125807,1.6430775,5691.1921109,19.2342563,1.55195,6725.0,4.19532,0
230375747,2.7633917,3.5061663,12405.1873299,16.4097207,1.43103,6511.0,4.25,1
233503636,3.40612,1.714,1740.0,8.60495,1.67,5955.3,4.06,0
229490898,2.2349708,2.016,3870.0,11.1799,1.57,6305.2,,1
328933398,24.9341884,4.964,1390.0,3.93465,0.97,5699.0,4.47,1
328933398,900.1930987,6.3963069,1344.4884882,3.6185236,0.971675,5699.0,4.47,1
328933398,7.0056805,3.3182125,766.894462,3.1039232,0.971675,5699.0,4.47,1
232641326,17.8683999,5.638695,11197.9522339,19.3843075,1.63559,7013.0,4.2,0
233047097,11.3091849,1.713,11960.0,15.4356,1.25,5817.0,4.27,1
233078665,6.4827647,2.2930359,4140.8329483,11.487382,1.73025,6748.0,4.12,1
233497719,3.801591,2.752,18950.0,14.4297,1.01,6051.0,4.48,0
219762508,3.2351013,0.9645922,3974.2319128,6.9705803,1.06446,5976.0,4.43,1
243335710,13.7045951,5.8535412,10116.0470111,17.0437214,1.49611,6531.0,4.22,1
280830734,1.1619531,0.95926,331.6208111,3.4842503,1.66089,6340.3,4.18,0
359357695,1.7263781,1.7874582,10118.353972,8.0540139,0.556058,3631.4,4.69,1
59859387,1.1203828,1.665,1901.0,5.96207,1.47,6564.4,4.26,0
396368313,3.0898836,1.7898868,5784.3735169,18.4456585,1.63132,8828.7,4.39,1
348755728,4.5063838,2.0392007,12522.9613662,5.5521734,0.493576,3477.0,4.74303,1
219879302,6.7822781,2.6460451,10143.2450255,9.0508641,0.882285,5225.0,4.5,1
258510872,6.5440665,3.777,6060.0,14.1513,1.76,6232.0,4.03,1
403136415,2.5128483,2.5536063,18573.9655629,12.8342008,0.924044,5744.0,4.51952,1
229586455,2.2001583,1.7564486,1295.5985443,2.5006782,0.705729,4250.0,4.58048,1
459997997,5.547485,5.412,3350.0,11.48,2.04,7397.0,4.1,0
139771134,0.9134495,0.9674236,4262.0748689,5.4104686,0.771805,4791.0,,0
278866211,2.1940608,1.33,5980.0,8.0065,1.04,6054.0,4.39416,0
288636599,19.9676936,6.280493,6084.3435425,10.0136343,1.26949,5857.0,4.26,1
139198430,15.3617729,1.745,3321.0,14.7142,1.22,5984.0,4.30752,0
63698669,1837.8897313,5.1231542,784.5879336,2.231604,0.795285,5256.0,4.55251,1
264544388,,16.2000201,560.4004393,3.9646898,1.46151,6996.0,4.29542,1
280865159,739.2389832,19.1259714,3106.7675633,6.2876421,1.0692,5611.0,4.37718,1
384159646,748.0739416,5.0652033,4627.3105593,9.5710516,1.37387,6762.0,4.39031,1
174302697,,16.1046282,2816.5224185,8.9556287,1.60572,6750.0,4.18569,1
420645189,48.5340395,6.661,62170.0,26.827,1.03,5937.0,4.44855,0
420645189,48.5338626,6.137,4730.0,7.9008,1.03,5937.0,4.44855,0
91987762,45.5221456,4.3839392,3028.5453279,9.7055757,1.61034,6303.91,4.11765,1
172370679,29.0902271,4.6769826,37562.3332736,12.1826517,0.617863,3854.0,4.63619,1
166739520,10.0205998,5.7591694,8218.1442865,11.7679183,1.27527,6038.0,4.35513,1
178879588,3.0566277,2.3926375,12517.5203529,12.5182693,1.03865,5735.0,4.41,1
19684256,1.3666563,1.967,21070.0,15.437,1.02,5790.4,4.44,1
272212970,1.6091845,1.63,13450.0,16.7675,1.43,6393.0,4.24,1
77156657,3.8404319,5.242,3580.0,12.3434,2.04,5909.0,4.42,1
272213425,4.3247708,4.267,6380.0,17.0257,2.13,6457.0,3.9,1
429302040,5.72226,2.648,25549.0,12.8433,0.73,4233.2,4.64,1
308098254,9.6246665,4.297,10230.0,12.3182,1.2,5473.0,4.26,1
453789494,5.4774433,5.277,9010.0,20.3433,2.09,6942.0,3.94,1
37718056,3.65688,3.542,7040.0,12.8031,1.53,6239.0,4.15,1
232038798,4.1536624,1.702,12310.0,12.7595,1.09,5818.8,4.24,1
183532609,8.1587261,4.288,15337.0,12.7393,1.0,5600.0,4.50501,1
437261733,5.4161129,3.385,14310.0,13.3752,1.1,5652.0,4.36,1
44745133,7.8181434,4.98,3650.0,9.95177,1.64,5549.0,4.0,1
50712784,5.4053583,4.859,6770.0,13.4237,1.59,6410.0,4.14,1
53458803,3.3489038,3.3546298,10987.1747675,13.011038,1.2295901,5711.0,4.27,1
53750200,4.1933422,1.8220996,4804.157266,11.5425702,1.6277601,6405.0,4.13,1
98283926,2.2920348,3.1812507,10585.2906021,13.2497142,1.26526,6208.0,4.31,1
98545929,1.888231,3.6693894,4358.3260875,14.4776426,2.12128,8549.0,4.11,1
339522221,1.82069,3.049,12340.0,15.6593,1.35,6155.0,4.24,1
308425348,3.39829,2.634,4340.0,7.06633,1.09,6271.0,4.45,0
102192004,4.2337078,2.008,7690.0,19.6222,1.46,6333.7,4.21,1
183537452,3.9227122,2.555,11953.0,7.23153,0.64,4800.0,4.53527,1
363851359,2.5441537,2.128,6780.0,10.5577,1.31,5652.0,4.2,1
112099249,5.17958,4.524,7620.0,14.829,1.65,6116.0,4.07,1
112604564,4.5768651,3.5592795,10869.4903086,19.1571223,1.78295,6687.0,4.09,1
114299824,4.2042078,2.124,12080.0,12.1025,1.07,6781.0,4.54,1
371443216,2.8240691,3.808,8970.0,17.7861,1.84,8004.2,4.2,1
118956453,2.3447752,1.814,15340.0,13.4487,1.04,5515.0,4.39,1
143143769,1.3372349,1.7026098,1226.6760556,3.0265786,0.860256,5111.9,4.5,1
14344979,4.1117731,2.1575648,22017.8853537,15.4112805,0.916164,5424.8,4.49,1
207077681,2.278575,2.159825,13638.9588751,14.7731999,1.21163,4879.0,4.5,1
157266693,3.8537616,3.392,18650.0,14.7144,1.06,5697.0,4.39,1
183985250,0.7920646,0.466,1464.0,12.9674,0.98,5422.0,4.42223,1
160578764,2.8786641,2.207,8710.0,12.863,1.35,6017.0,4.22,1
162922904,3.8186276,4.282,3240.0,11.3749,2.03,6090.0,3.88,1
386259537,5.6107737,6.3384834,6651.6899169,18.3701736,2.21327,6013.5,4.17,1
172598832,3.2633165,5.2814337,5011.5725027,15.0902486,2.08347,6561.0,3.93,1
125739286,4.5111234,4.525,11170.0,18.5483,1.71,6540.6,4.26,1
176685457,4.4352884,1.89,6410.0,11.2110231,1.38,6245.0,4.24,1
178289267,2.3506186,2.369,15940.0,12.801,0.97,5593.0,4.46,1
268301217,0.9466787,1.09,16490.0,14.6661,1.07,5707.0,4.39,1
128449971,12.7060866,2.4782523,5160.2020899,11.4460032,1.10563,6200.5,4.33,0
325172035,2.8970202,4.1502336,3080.9239308,,,8862.0,4.1,0
211438925,4.8996461,3.07,10957.0,15.9746,1.5,5940.0,4.23158,1
7413227,3.4158668,1.9196262,2841.7825532,19.3376794,2.19052,5986.0,3.66,1
167009792,1.13305,1.073,100.0,2.16887,2.1,5883.8,3.77,0
308919449,1.6563738,1.741,246.0,1.42047,1.02,5614.1,4.34,0
382980571,1.742573,1.962,947.0,3.2459,0.95,5309.7,,1
461080504,6.0988471,5.408818,8857.7284148,24.9943945,1.82219,7023.2,4.11,0
357536526,1.57363,2.558,710.0,7.59717,1.66,5342.5,4.01,0
127315102,10.8458712,3.379,3120.0,21.6846,2.56,6670.3,4.29,0
460140752,12.0077462,2.818,2921.0,,,4990.7,,0
31268146,3.6473383,4.4572847,162.7642577,1.9083777,1.47579,5928.0,4.24,0
334125713,4.6211026,3.882,11700.0,15.4381,1.45,6531.7,4.29,1
230982885,2.0727598,2.619,14761.0,14.2954,1.13,5640.0,4.43703,1
327663613,1.41144,2.509,414.379,,,9208.0,3.85,0
356590734,4.829406,2.6761872,8222.9837003,19.9103402,1.95583,5877.5,4.18,1
394509844,6.89132,5.369,5940.0,11.3151,1.41,5488.0,4.14,0
242536549,0.6923563,0.803,810.0,10.6207,1.85,6422.1,3.86,0
466113537,4.9064175,6.5416975,1704.6576752,9.7548163,1.98083,7119.5,4.14,1
166184426,16.3152,1.992,2500.0,2.23088,0.31,3625.0,4.81,0
334911765,0.88958,1.844,1240.0,3.8492,1.11,5586.2,4.21,0
302659412,14.5187891,2.897,429.0,3.60283,1.79,5844.8,4.13,0
356747847,14.6483913,2.352,1323.0,33.3954,5.42,4851.6,,1
400323948,3.2242808,4.3100077,868.6214414,8.5752112,2.62415,4866.2,,0
234519192,1.1630372,1.4568603,409.6006588,8.4237328,4.0595698,6495.0,3.32048,1
318828309,5.3418199,4.99,330.0,5.7387,3.28,6466.2,3.7,1
179319057,6.7018963,1.874,950.0,5.02216,1.52,6231.8,4.21,1
141663464,1.76447,2.749,2640.0,27.921,5.08,8049.0,3.3,0
190271688,12.6534664,4.0982077,27095.439949,20.5105778,1.18915,5394.6,3.77,0
242083025,0.6466988,1.0248899,1063.700888,5.8435673,1.71404,6308.3,4.0,1
295354126,2.2778177,3.212,880.0,,,9096.5,,0
242120884,0.6227257,1.0110042,565.9410837,6.3159749,2.30849,6390.7,3.83,1
320079492,0.4262223,0.5111692,835.5797306,4.3877473,1.4990799,5343.0,4.1,0
210445631,3.97195,4.297,7670.0,13.8556,1.55,6535.3,4.2,0
293708935,2.6855915,2.0491187,488.2401788,3.5729712,1.51715,5796.0,4.14,0
441462736,14.278122,8.6972718,827.9264426,8.3566078,2.90324,5105.0,3.39182,1
162695785,2.5599667,2.9695871,11049.7594662,17.5040682,1.56996,6432.2,4.11,1
253132689,3.217824,1.735,1288.0,5.84702,1.67,5418.0,4.17,0
267414551,4.7631,1.838,850.0,4.06445,1.48,6105.1,4.12,1
47617161,3.9194856,2.3461465,5155.2335962,,,5149.0,4.35,1
295562522,5.438218,1.675,7830.0,14.7798,1.49,5342.0,4.09,0
467281353,2.8319354,3.21,780.0,4.18335,1.48,5408.7,,0
329888006,7.6943096,8.903,7400.0,,,4956.8,,0
383531859,17.0614756,3.384,2730.0,17.1048027,2.14183,9184.7,4.09,0
458856474,6.0783344,4.8904528,16168.288913,16.9877965,1.0,8719.5,4.08,0
458857720,1.30924,2.535,3370.0,,,8832.5,4.26,0
12421862,10.2150168,1.9683066,994.1089045,1.4777754,0.447336,3763.0,4.83739,1
127793615,9.27898,6.514,9020.0,15.0807,1.45,5898.8,4.08,0
378613125,2.4763492,3.593,593.0,4.72716,2.14,8749.3,,1
437329044,17.1725007,5.016,3610.0,9.89011,1.41,6617.0,4.21,1
89535068,6.1110945,4.2566318,1098.152672,5.873208,1.07235,5725.0,4.54,0
162246865,0.5646193,1.295,510.0,3.01498,1.3,6237.0,4.24,0
469212332,30.7864669,3.466,8750.0,23.8125,2.05,6101.8,,0
468997317,7.5043829,4.8967771,12479.7176832,,,8613.8,,0
349088467,2.5861465,1.299,2510.0,11.9748,2.33,5635.4,3.71,0
161156159,2.2818488,3.973,1483.0,7.2854,2.15,5368.0,,0
324395151,3.4551479,5.7444704,5191.7260014,,,8046.5,4.12,0
309792357,104.8729635,6.554,12183.0,10.223,0.88,5350.0,4.52347,1
457939414,3.7899524,5.5268401,4345.4373432,11.7871267,1.10456,5579.5,4.22,0
82707763,6.6570835,5.285,7164.0,14.8934,1.73,5805.6,4.13,0
147340931,4.31224,2.704,4990.0,12.3576,1.72,,,0
453464017,3.9416903,2.537,12840.0,19.6321,1.48,6190.4,4.15,0
445903569,4.0337201,3.48,2868.0,11.5159,2.22,7369.0,4.27,1
299023386,3.1056464,1.772,800.0,13.2277,4.44,7804.8,3.78,1
275384718,7.72433,8.03,7120.0,20.0285,2.32,6249.4,4.19,0
142378043,1.8359766,1.062,1073.0,5.11603,1.61,6311.5,4.17,1
429295277,1.10833,2.288,1060.0,4.58274,1.4,5972.0,4.08,0
447206604,7.2133579,2.345,8814.0,21.2234,1.16,5843.0,4.33,0
410214986,8.1382222,3.2797025,3852.0299874,6.1757682,0.951985,5414.0,4.438,1
371188886,9.1270519,3.549,4568.0,8.34235,1.18,5400.0,4.43,1
371188886,3.098367,1.963,496.0,2.47118,1.18,5400.0,4.43,1
118084044,2.7435213,1.8047048,1518.9012847,22.0496668,3.9611499,7896.3,3.6,1
356453768,2.3330349,3.005,2795.0,15.6213,1.56,5986.5,4.32,0
58463434,,3.529,3860.0,15.7171,2.46,7043.2,3.98,1
439610306,1.79988,3.518,180.0,3.32197,2.46,6136.9,3.85,0
147660886,17.3057923,4.1729767,2807.066874,12.4978402,2.2275901,6995.5,4.1,1
41173048,6.40938,2.356,280.0,10.1474,8.3,4650.0,2.54,0
219466784,,9.1654068,912.2762923,3.1563904,0.895408,5249.0,4.48682,1
70887357,723.8345008,7.382946,3119.2983693,13.1361697,1.94771,5463.0,3.77778,0
243187830,1071.0898448,2.1734134,865.169438,2.2407785,0.701499,4755.33,4.62683,1
350618622,52.9781419,4.7965246,6347.2690959,11.4471492,1.33031,6461.8,4.35,1
350618622,5.8492379,3.257,109.0,1.18919,1.33,6461.8,4.35,1
26547036,1134.6723963,8.6844623,11679.2159464,11.7582195,1.0735199,5842.0,4.39929,1
136916387,11.5778362,3.8772499,217.3994918,1.5422129,1.02607,5739.0,4.51,1
136916387,27.5920718,3.2743016,555.3352929,2.7050278,1.02607,5739.0,4.51,1
136916387,,3.5341354,195.1972939,1.6208326,1.02607,5739.0,4.51,1
138294130,3.0565259,4.145,8800.0,15.1633,1.6,5981.0,4.07,1
188589164,2.6162769,1.134893,1120.6014184,1.0972867,0.325635,3352.0,4.8984,1
198588220,4.8099755,6.696,6965.0,22.6223,2.65,6417.0,3.7,1
368287008,3.3491408,1.207,7210.0,5.37673,0.32,3223.0,4.89993,1
219508169,6.8161105,2.718,1377.0,2.98458,0.84,5175.0,4.54,1
219508169,2.4590369,1.862,1179.0,2.74738,0.84,5175.0,4.54,1
219508169,25.3369848,3.214,1330.0,3.23582,0.84,5175.0,4.54,1
357416482,5.49826,2.04,12929.0,16.2801,1.34,6362.6,,0
357501308,7.4355709,2.3450321,1310.6803156,2.2761564,0.622512,4218.9,4.67,1
159781361,15.3468182,6.425,665.0,3.99579,1.8,5588.0,3.92293,1
355509914,1.7386695,1.1898354,13710.7615026,9.455763,0.820258,4746.0,4.52746,1
39903405,5.633477,4.132,5651.0,13.2583,1.7,6412.8,4.09,1
236312126,3.9415041,2.866,21330.0,13.8352,0.92,5729.0,4.52,1
11996814,0.4487349,2.8757897,3572.0328032,5.8054498,0.627144,3975.0,4.62844,0
16884216,11.1900486,2.9741507,567.7989939,1.6608182,0.695992,4958.0,4.66667,0
255930614,2.8758831,3.14,3152.0,8.33267,1.46,6084.0,4.17,1
394050135,8.8720542,3.6593396,6144.296801,11.9849813,1.47996,6042.0,4.15,1
407059875,7.1925327,2.551,1180.0,2.5719,0.77,5050.0,4.59,1
335996558,1.46329,2.431,750.0,3.54656,1.28,6168.0,4.29,0
336456596,0.77871,1.458,670.0,6.16036,2.25,7751.0,4.0,0
445254275,2.57134,3.824,920.0,10.7406,3.56,7125.0,3.54,0
259962054,51.94509,8.094,2534.0,0.705818,0.23,3203.0,5.01682,0
422656370,1.3254567,0.975,3365.0,14.4076,2.29,5778.0,3.74,0
470127886,5.7156075,4.0584797,12240.9298817,13.6015651,1.18444,6664.0,4.44,1
470159478,17.0096703,2.228,4730.0,13.5294,1.5,6542.0,,0
53617134,18.8243063,4.397,1915.0,8.51397,1.95,7014.0,4.05,1
427279997,2.89453,3.327,550.0,6.20845,2.68,9714.0,3.98,0
53709089,8.51226,3.068,620.0,5.90105,2.35,9387.0,,1
368320811,1.261045,1.246,384.0,4.24615,2.18,6549.0,3.89,1
405559035,11.1516668,4.623,580.0,2.91771,1.19,6319.0,4.38,1
405559035,5.5470937,3.4350999,550.6948044,2.8717764,1.1913199,6319.0,4.38,1
235937532,3.7321195,5.738,4180.0,19.158,2.8,6570.0,3.68,0
237071229,11.2479927,3.142,1277.0,4.96692,1.48,6308.0,4.19,1
281781375,43.8297863,4.3011392,647.2685163,2.8243863,1.03654,5605.0,4.39973,1
427730490,3.8608551,2.571,14670.0,11.2224,0.92,5019.0,4.43,1
54364414,1.37477,1.601,960.0,3.0101,1.02,5825.0,4.44,0
269424395,2.41872,2.685,1160.0,7.23529,2.16,6535.0,3.9,0
346929661,12.0135752,4.274,1171.0,3.7307,1.23,6178.0,4.33,1
270333769,4.1207509,2.158,973.0,7.46471,2.38,9953.0,4.09,0
347013211,9.07763,5.928,5912.0,12.6842,1.72,6125.9,4.03,1
468574941,1.4971447,2.4024159,16266.2491958,16.2528494,1.2431901,6081.0,4.31,1
363761216,7.4072602,3.019,14765.0,14.7857,1.14,5887.0,4.35,0
159873822,13.7905315,3.301,1140.0,2.60168,0.76,5021.6,4.6,1
314835525,5.30329,3.707,1200.0,11.7443,3.48,6054.7,3.41,1
281575427,4.2529842,3.138,283.0,2.26991,1.45,6222.5,4.06,1
316468545,13.5970194,2.781,604.0,2.03572,0.88,5985.0,4.59,1
375850439,1.1633325,1.7800569,384.9566815,5.5717234,2.61707,11265.0,4.07,1
1100766816,1.62263,1.555,1630.0,4.33692,1.01,5016.1,,0
315755496,4.27808,1.9576205,1096.6013542,17.8096125,5.2787499,4772.0,,0
378355116,3.5684459,2.934,939.0,5.87762,2.08,8124.0,,0
322062001,4.6981739,2.36,7417.0,31.434,1.61,6782.0,,0
396356111,10.2207,3.848,300.0,2.95608,1.72,6748.7,4.13,0
229888286,5.5986337,5.3892498,2541.1751726,9.9822897,1.83732,6081.3,,1
326732851,1.51567,2.281,750.0,14.18,4.96,4963.0,,0
403308915,3.7543552,1.878,470.0,4.6716,1.75,8398.0,4.27,0
55650590,0.7363132,0.6736853,1322.5461054,1.5332682,0.351676,3358.0,4.438,1
285542903,2.2657506,3.419,388.0,8.00485,4.14,10125.0,3.62,0
327577308,1.45655,1.51,580.0,1.83776,0.7,4475.0,4.59,0
373785851,4.04163,1.719,3100.0,13.1608,2.36,6895.0,3.87,0
334811204,21.07626,2.124,1890.0,11.6504,2.46,7577.0,3.9,1
115524421,8.8036803,2.997,8360.0,8.9006,0.94,5701.0,4.47,1
356710041,,12.5551812,1341.1309509,10.443271,2.7564499,5701.43,3.56597,0
141663460,1.76442,2.749,8800.0,23.0,2.26,9277.7,,0
147951030,8.8128067,2.325,787.0,2.33219,0.88,5491.0,4.5359,1
417931300,7.7690887,2.6251447,1416.7912077,2.3663308,0.542573,3700.0,4.70036,1
198187049,5.9214229,2.4606208,140.4285921,1.0470381,0.823126,5268.0,4.56138,1
260271203,5.6492853,4.0424046,44346.559983,26.5608527,1.21025,5963.0,4.31132,0
233182695,6.3839247,1.5808909,358.7464972,2.2843976,1.16353,5849.0,4.33017,1
